FAKE_DATA,measure,interval_start,interval_end,ratio,numerator,denominator,sex,age_band
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2016-04-01,2017-03-31,0.4285714285714285,15,35,male,45 to 54
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2016-04-01,2017-03-31,0.5,20,40,male,25 to 34
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2016-04-01,2017-03-31,0.4444444444444444,20,45,male,35 to 44
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2016-04-01,2017-03-31,0.4166666666666667,25,60,female,25 to 34
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2016-04-01,2017-03-31,0.6,15,25,male,18 to 24
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2016-04-01,2017-03-31,0.2857142857142857,10,35,male,0 to 9
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2017-04-01,2018-03-31,0.6,75,125,male,75 and over
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2017-04-01,2018-03-31,0.3333333333333333,10,30,male,10 to 17
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2017-04-01,2018-03-31,0.625,25,40,female,35 to 44
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2017-04-01,2018-03-31,0.5714285714285714,20,35,male,55 to 64
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2017-04-01,2018-03-31,0.5555555555555556,25,45,female,18 to 24
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2017-04-01,2018-03-31,0.7,35,50,female,65 to 74
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2017-04-01,2018-03-31,0.6097560975609756,125,205,female,75 and over
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2017-04-01,2018-03-31,0.5454545454545454,30,55,female,45 to 54
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2017-04-01,2018-03-31,0.5,20,40,male,65 to 74
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2017-04-01,2018-03-31,0.5,30,60,female,25 to 34
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2017-04-01,2018-03-31,0.3636363636363636,20,55,female,0 to 9
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2017-04-01,2018-03-31,0.5714285714285714,20,35,male,45 to 54
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2017-04-01,2018-03-31,0.5,20,40,male,25 to 34
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2017-04-01,2018-03-31,0.5,20,40,female,55 to 64
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2017-04-01,2018-03-31,0.4285714285714285,15,35,female,10 to 17
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2017-04-01,2018-03-31,0.3333333333333333,15,45,male,35 to 44
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2017-04-01,2018-03-31,0.5,15,30,male,18 to 24
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2017-04-01,2018-03-31,0.2857142857142857,10,35,male,0 to 9
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2018-04-01,2019-03-31,0.5769230769230769,75,130,male,75 and over
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2018-04-01,2019-03-31,0.2857142857142857,10,35,male,10 to 17
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2018-04-01,2019-03-31,0.5555555555555556,25,45,female,35 to 44
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2018-04-01,2019-03-31,0.5714285714285714,20,35,male,55 to 64
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2018-04-01,2019-03-31,0.5555555555555556,25,45,female,18 to 24
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2018-04-01,2019-03-31,0.7272727272727273,40,55,female,65 to 74
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2018-04-01,2019-03-31,0.6341463414634146,130,205,female,75 and over
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2018-04-01,2019-03-31,0.5,25,50,female,45 to 54
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2018-04-01,2019-03-31,0.5,20,40,male,65 to 74
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2018-04-01,2019-03-31,0.5,30,60,female,25 to 34
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2018-04-01,2019-03-31,0.3,15,50,female,0 to 9
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2018-04-01,2019-03-31,0.5714285714285714,20,35,male,45 to 54
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2018-04-01,2019-03-31,0.5714285714285714,20,35,male,25 to 34
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2018-04-01,2019-03-31,0.4285714285714285,15,35,female,10 to 17
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2018-04-01,2019-03-31,0.4444444444444444,20,45,male,35 to 44
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2018-04-01,2019-03-31,0.4444444444444444,20,45,female,55 to 64
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2018-04-01,2019-03-31,0.6666666666666666,20,30,male,18 to 24
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2018-04-01,2019-03-31,0.6,15,25,male,0 to 9
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2019-04-01,2020-03-31,0.5925925925925926,80,135,male,75 and over
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2019-04-01,2020-03-31,0.3333333333333333,10,30,male,10 to 17
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2019-04-01,2020-03-31,0.625,25,40,female,35 to 44
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2019-04-01,2020-03-31,0.6666666666666666,20,30,male,55 to 64
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2019-04-01,2020-03-31,0.5555555555555556,25,45,female,18 to 24
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2019-04-01,2020-03-31,0.7272727272727273,40,55,female,65 to 74
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2019-04-01,2020-03-31,0.6428571428571429,135,210,female,75 and over
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2019-04-01,2020-03-31,0.4444444444444444,20,45,female,55 to 64
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2019-04-01,2020-03-31,0.625,25,40,male,65 to 74
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2019-04-01,2020-03-31,0.5,30,60,female,25 to 34
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2019-04-01,2020-03-31,0.375,15,40,female,0 to 9
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2019-04-01,2020-03-31,0.5714285714285714,20,35,male,45 to 54
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2019-04-01,2020-03-31,0.4545454545454545,25,55,female,45 to 54
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2019-04-01,2020-03-31,0.5,20,40,male,25 to 34
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2019-04-01,2020-03-31,0.5,20,40,female,10 to 17
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2019-04-01,2020-03-31,0.4,10,25,male,0 to 9
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2019-04-01,2020-03-31,0.4444444444444444,20,45,male,35 to 44
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2019-04-01,2020-03-31,0.6666666666666666,20,30,male,18 to 24
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2020-04-01,2021-03-31,0.6071428571428571,85,140,male,75 and over
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2020-04-01,2021-03-31,0.3333333333333333,10,30,male,10 to 17
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2020-04-01,2021-03-31,0.6,30,50,female,35 to 44
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2020-04-01,2021-03-31,0.5,15,30,male,55 to 64
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2020-04-01,2021-03-31,0.5555555555555556,25,45,female,18 to 24
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2020-04-01,2021-03-31,0.7272727272727273,40,55,female,65 to 74
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2020-04-01,2021-03-31,0.627906976744186,135,215,female,75 and over
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2020-04-01,2021-03-31,0.5555555555555556,25,45,female,55 to 64
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2020-04-01,2021-03-31,0.5454545454545454,30,55,female,25 to 34
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2020-04-01,2021-03-31,0.4285714285714285,15,35,female,0 to 9
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2020-04-01,2021-03-31,0.5714285714285714,20,35,male,45 to 54
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2020-04-01,2021-03-31,0.5555555555555556,25,45,female,45 to 54
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2020-04-01,2021-03-31,0.4285714285714285,15,35,male,25 to 34
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2020-04-01,2021-03-31,0.5,20,40,female,10 to 17
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2020-04-01,2021-03-31,0.5,10,20,male,0 to 9
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2020-04-01,2021-03-31,0.5,25,50,male,35 to 44
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2020-04-01,2021-03-31,0.5714285714285714,20,35,male,18 to 24
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2020-04-01,2021-03-31,0.625,25,40,male,65 to 74
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2021-04-01,2022-03-31,0.6206896551724138,90,145,male,75 and over
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2021-04-01,2022-03-31,0.3333333333333333,10,30,male,10 to 17
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2021-04-01,2022-03-31,0.6,30,50,female,35 to 44
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2021-04-01,2022-03-31,0.6666666666666666,20,30,male,55 to 64
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2021-04-01,2022-03-31,0.625,25,40,female,18 to 24
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2021-04-01,2022-03-31,0.6363636363636364,140,220,female,75 and over
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2021-04-01,2022-03-31,0.5555555555555556,25,45,female,55 to 64
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2021-04-01,2022-03-31,0.4545454545454545,25,55,female,25 to 34
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2021-04-01,2022-03-31,0.4,10,25,female,0 to 9
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2021-04-01,2022-03-31,0.6363636363636364,35,55,female,65 to 74
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2021-04-01,2022-03-31,0.5555555555555556,25,45,female,45 to 54
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2021-04-01,2022-03-31,0.5,20,40,male,25 to 34
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2021-04-01,2022-03-31,0.5555555555555556,25,45,female,10 to 17
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2021-04-01,2022-03-31,0.5,20,40,male,45 to 54
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2021-04-01,2022-03-31,0.5714285714285714,20,35,male,65 to 74
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2021-04-01,2022-03-31,0.5,10,20,male,0 to 9
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2021-04-01,2022-03-31,0.625,25,40,male,35 to 44
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2021-04-01,2022-03-31,0.5,15,30,male,18 to 24
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2022-04-01,2023-03-31,0.6206896551724138,90,145,male,75 and over
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2022-04-01,2023-03-31,0.4,10,25,male,10 to 17
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2022-04-01,2023-03-31,0.6,30,50,female,35 to 44
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2022-04-01,2023-03-31,0.6666666666666666,20,30,male,55 to 64
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2022-04-01,2023-03-31,0.5,15,30,female,18 to 24
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2022-04-01,2023-03-31,0.6590909090909091,145,220,female,75 and over
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2022-04-01,2023-03-31,0.5714285714285714,20,35,male,65 to 74
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2022-04-01,2023-03-31,0.5555555555555556,25,45,female,45 to 54
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2022-04-01,2023-03-31,0.5555555555555556,25,45,female,55 to 64
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2022-04-01,2023-03-31,0.5384615384615384,35,65,female,25 to 34
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2022-04-01,2023-03-31,0.4,10,25,female,0 to 9
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2022-04-01,2023-03-31,0.5833333333333334,35,60,female,65 to 74
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2022-04-01,2023-03-31,0.5714285714285714,20,35,male,25 to 34
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2022-04-01,2023-03-31,0.5555555555555556,25,45,female,10 to 17
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2022-04-01,2023-03-31,0.5,20,40,male,45 to 54
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2022-04-01,2023-03-31,0.5,10,20,male,0 to 9
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2022-04-01,2023-03-31,0.5555555555555556,25,45,male,35 to 44
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2022-04-01,2023-03-31,0.5,15,30,male,18 to 24
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2023-04-01,2024-03-31,0.6551724137931034,95,145,male,75 and over
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2023-04-01,2024-03-31,0.5,15,30,male,18 to 24
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2023-04-01,2024-03-31,0.6,30,50,female,35 to 44
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2023-04-01,2024-03-31,0.6666666666666666,20,30,male,55 to 64
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2023-04-01,2024-03-31,0.4285714285714285,15,35,female,18 to 24
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2023-04-01,2024-03-31,0.6590909090909091,145,220,female,75 and over
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2023-04-01,2024-03-31,0.5714285714285714,20,35,male,65 to 74
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2023-04-01,2024-03-31,0.625,25,40,female,45 to 54
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2023-04-01,2024-03-31,0.5,25,50,female,55 to 64
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2023-04-01,2024-03-31,0.5833333333333334,35,60,female,25 to 34
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2023-04-01,2024-03-31,0.5555555555555556,25,45,female,10 to 17
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2023-04-01,2024-03-31,0.6666666666666666,40,60,female,65 to 74
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2023-04-01,2024-03-31,0.5,20,40,male,25 to 34
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2023-04-01,2024-03-31,0.4444444444444444,20,45,male,45 to 54
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2023-04-01,2024-03-31,0.4,10,25,male,10 to 17
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2023-04-01,2024-03-31,0.6666666666666666,10,15,male,0 to 9
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2023-04-01,2024-03-31,0.5,20,40,male,35 to 44
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2023-04-01,2024-03-31,0.5,10,20,female,0 to 9
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2024-04-01,2025-03-31,0.6206896551724138,90,145,male,75 and over
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2024-04-01,2025-03-31,0.5,15,30,male,18 to 24
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2024-04-01,2025-03-31,0.5,30,60,female,35 to 44
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2024-04-01,2025-03-31,0.5,15,30,male,55 to 64
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2024-04-01,2025-03-31,0.5833333333333334,35,60,female,25 to 34
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2024-04-01,2025-03-31,0.6818181818181818,150,220,female,75 and over
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2024-04-01,2025-03-31,0.625,25,40,male,65 to 74
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2024-04-01,2025-03-31,0.625,25,40,female,45 to 54
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2024-04-01,2025-03-31,0.6,30,50,female,55 to 64
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2024-04-01,2025-03-31,0.6666666666666666,30,45,female,10 to 17
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2024-04-01,2025-03-31,0.6363636363636364,35,55,female,65 to 74
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2024-04-01,2025-03-31,0.625,25,40,male,25 to 34
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2024-04-01,2025-03-31,0.4444444444444444,20,45,male,45 to 54
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2024-04-01,2025-03-31,0.5,15,30,female,18 to 24
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2024-04-01,2025-03-31,0.5,15,30,male,10 to 17
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2024-04-01,2025-03-31,0.5,20,40,male,35 to 44
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2024-04-01,2025-03-31,0.0,0,10,male,0 to 9
FAKE_DATA,Table_3_with_ADHD_that_are_prescribed_ADHD_medication01_09_2025_16_03,2024-04-01,2025-03-31,0.0,0,15,female,0 to 9
